a,b,c,d,e,sse,sae,0.01,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.99
81.50456886802155,-85.16141412789555,0.15166107475279222,-2.385947952223221,0.16145490685743358,5610546493.604136,232778.97515210154,491,310,236,189,137,52,18,5,0,27,7
26.019943541008516,52.16972383041883,-3.6180239631947475,-1.956499541103398,0.18320597011014605,5728772675.764006,248138.18434463366,663,678,405,373,480,555,417,292,133,42,7
77.7968237014314,-18.247766305627238,-0.7326614383435004,3.2375861349579687,-0.06720724223499808,5961194401.838364,317207.0108241996,0,0,0,0,0,0,0,0,1,44,12
57.96577765908816,94.8745788166876,-2.0192713605956394,2.0426213665896693,-0.1596331874470005,5990210886.596563,253365.44828043034,3,5,4,0,0,0,0,0,0,36,16
13.240399097299488,-26.84343014098181,1.6297316562599864,1.1723162343043843,0.19891871274237083,6477720721.25695,296218.0605236888,18,224,231,307,386,318,167,89,71,53,10
-97.25295942504741,49.41866190091747,-2.6506853567042854,2.773499567337641,0.17948510068554224,6750422960.8575,248902.76386673778,297,129,54,68,71,33,15,5,8,59,10
50.06250998962486,17.785417207959014,2.5252900244609187,0.722505552102418,0.22048943722861658,7694229608.549494,334602.4267206238,0,20,16,18,2,4,1,0,12,57,21
48.164652504876926,-32.59203456663215,-4.722533819516094,1.7395969954066217,0.22506023516599072,7785005225.988356,305441.54280020244,131,64,22,9,8,4,2,1,5,49,12
-39.35616055794669,-10.968760424366437,-0.4834045692810136,-1.4427810365243232,0.2225409387196633,7967238235.064619,321512.87167083536,21,4,12,14,9,2,0,2,15,48,10
-11.617853196299379,-65.05014433294917,2.1753778296910786,0.3188370704641823,-0.24626851150965123,8182559770.595575,346489.1474524914,0,0,0,0,0,0,0,0,70,39,11
83.58170070063173,26.83096588996547,0.7677433378832017,-4.613020790963994,-0.034048867536666805,8309072000.310895,374230.01014628855,105,8,7,5,2,0,1,0,4,62,12
-61.68493634416079,-93.11522440835769,2.0831002316522955,-3.169182837855139,0.1518963649724725,8448174072.283495,306646.7670050385,0,3,0,0,0,0,0,0,0,0,13
-99.77704209298375,31.12768157149935,-1.2158076698812637,-1.2944619122360503,0.23511083170990688,8736115588.016418,341405.16961047694,0,0,0,0,0,0,0,0,0,40,10
-60.32790853216039,-84.84567661242235,-1.9524982888287914,-2.273007441663051,-0.20414193951388082,8960011976.638441,318051.3434134189,31,9,4,6,2,0,0,0,0,26,10
31.50730602439583,-75.0920054974515,-4.7930259980787415,1.9273231100822716,0.25503894915540926,9868879556.922543,345293.0635321278,17,91,12,10,3,1,0,0,3,45,11
-20.35541609485341,29.095198504951583,-3.173025476254885,4.821468873948815,-0.04583096462712,10181586605.912937,415775.067234628,168,67,47,19,4,0,0,0,0,50,8
69.15356325088396,65.58825232787197,-2.780800617667425,3.7404422757405804,0.16620542217118306,10336797883.239985,357958.0935380183,0,0,0,0,0,0,0,0,0,44,13
-35.60085926697015,-97.95927656121046,0.632362404662512,-4.047664946921846,-0.14412846784715327,10443384201.925941,373242.01352401654,43,0,0,0,0,0,0,0,0,0,11
-32.90810834854334,-15.950692479570677,3.5186639960011323,4.718812975723889,-0.11262247221603339,10635318034.19741,401607.869677995,0,21,19,21,8,1,0,0,0,52,11
6.2756966432308445,70.42108443169454,4.598298394804605,3.058810735948036,-0.23450791665112636,10901227870.709469,329764.90681100235,36,16,4,2,2,1,2,0,0,48,14
-57.7817252634123,-50.973045213318336,4.602696404812956,0.2588388077301573,0.26990478161871057,11338754242.137491,415439.4810064592,0,1,0,0,1,0,0,0,2,50,14
-77.29654956932966,-46.72514306827047,1.3815873746435923,4.975433967842948,-0.12239015157067712,11594214732.41896,406704.5250824153,0,0,0,0,0,0,0,0,0,46,5
54.25339296599367,38.861569044100264,-0.3331114648276845,3.859579809219344,-0.18093505452557412,11696881881.20455,362181.2257879077,0,0,0,0,0,0,0,0,0,55,11
-51.893725543947355,20.63761361237046,0.17889417646756645,0.631972397643338,-0.2895401736209635,11863358220.291431,417917.51773909235,0,0,0,0,0,0,0,0,4,52,10
-25.215312011736685,-7.417317535914549,1.6971058682261377,0.03294806681485163,0.2859637170463394,11949687145.063725,422788.38988913386,0,9,21,44,20,2,1,0,2,53,14
-59.94347919563665,42.72224326485687,-3.749746034205561,4.2605614566225825,0.1989978364878331,12090805758.445433,350477.6395789851,106,96,42,45,41,27,19,1,0,42,10
93.41473214206923,71.81154443012576,-4.549557158523837,-2.1476873879119185,-0.2743616535574853,13157388797.315754,421632.5133571692,0,0,0,0,0,0,0,0,1,37,13
47.10566761290386,-77.92990328949685,3.175639213655362,-4.583724408125828,0.17370411840832922,13218639522.011108,386240.8976710843,10,106,35,15,9,0,0,0,0,42,11
19.68982729351461,-37.20888252887702,1.2401589449013573,-2.5514099950927314,-0.28039149465831414,13522809669.179806,400585.1863349671,120,125,85,61,51,35,18,3,1,47,14
-67.91019420743949,46.15703617435315,-4.940537058848184,-1.2919210007937352,0.31442325803440063,13683565828.487114,431933.9302659941,0,0,0,0,0,0,0,0,0,46,16
-91.83679537929024,95.72295058853055,-3.409143013800404,-4.720512042499291,-0.13436098272312158,13908569211.621372,456057.3391583279,0,0,0,0,0,0,0,0,0,0,9
-1.3336605208350534,-11.193791035254549,4.211661971846066,3.779859883090973,0.22287151670826422,13975491501.646305,364161.7893457103,140,247,169,121,66,41,4,0,0,36,11
-56.43327237333602,21.92439713393584,3.428503624364156,-1.3779045922492905,0.3004232517759444,14730318768.57217,455965.3534913929,0,5,0,0,0,0,0,0,0,39,11
6.353534316943964,39.81914610963557,1.788308307061114,2.0461581269443414,-0.30816988893921593,14734378685.225742,435486.05881353666,8,20,30,63,24,6,0,0,1,57,14
-42.083462122599656,-95.50979298467404,1.310562831546596,-4.402526813464216,-0.21214940286790274,15144011396.984076,407241.27961326024,0,1,0,0,0,0,0,0,0,0,15
93.12310836584501,36.21924277743486,-2.5217267442504543,4.942644275891565,-0.14811219993166347,15332933855.44915,474030.14989006834,0,0,0,0,0,0,0,0,0,32,10
-50.15492997403426,18.793509595515644,-2.0846472383297088,-3.891085149014243,0.24784019509081645,15394311262.219128,389961.3868266909,34,39,0,1,0,0,0,0,0,40,10
97.8191747462769,40.51041513260486,-4.453853741551318,1.3417697572849203,0.33325452525117427,15641897351.92998,463197.4721203015,0,0,0,0,0,0,0,0,0,41,15
95.37659614139056,-91.7062973881314,-3.3630794677011924,-1.4322413433244598,0.34234295380241786,16011741304.3193,474492.64548572665,10,0,0,0,0,0,0,0,0,0,11
-76.06131427637395,-33.38053730512274,2.993727862703923,1.0803071087838045,0.3255733496064641,16065268171.636148,487420.4614293936,0,0,0,0,0,0,0,0,0,39,11
40.91157068149411,17.25716446261471,0.7768963287032404,-3.287630631472883,-0.29195388677339906,16145525707.782974,419273.4500031349,154,299,179,237,141,71,34,7,0,38,19
-84.84557017476544,1.218151690145504,-0.07743628826317916,3.495391917258859,-0.29380892273437453,16655461546.369003,426187.89332782646,71,57,22,13,4,1,0,2,0,50,6
32.332227622162435,-34.41993611177452,1.6564599812818113,2.0379470913004702,-0.33973966939317535,17821486824.87306,484874.00910060405,20,28,18,9,2,1,0,0,0,40,7
46.676133553601034,20.751398275714067,0.11133181165783324,-3.7114973924470984,-0.30017863888493324,18174063397.10605,436167.01078453835,95,78,85,70,33,22,7,1,0,53,11
-43.96467316679795,-80.96088057296147,-4.8911892691059,-2.5015001320252974,0.34497248850164386,18336193115.093666,475439.20494550123,0,0,0,0,0,0,0,0,0,51,16
23.99354226576493,-97.25750615030562,-1.3264458043570846,1.1028785886251473,0.361430486009116,18506013064.896923,512653.8605147713,14,15,1,1,1,0,0,0,0,0,10
8.902674295538063,-99.51540317808403,1.4155248651836683,1.9832699270087506,0.34331128287733925,18682657127.329044,501926.56335347873,2,7,0,0,0,0,0,0,0,0,0
-84.49461570252063,-28.829155478491543,-1.2946928031787408,-3.933232276152583,-0.2744127714237221,18694248111.495632,437547.99612160306,0,0,0,0,0,0,0,0,0,18,14
55.74069710090228,80.10960306432452,-1.3559386797510031,3.0388581811118325,-0.3155796624319409,18839502074.690186,469784.04400115163,6,0,1,0,0,0,0,0,0,50,13
-31.34694293373829,88.35478686798945,-2.6924544508039725,-2.6953875817974127,-0.3260318659373249,19105487353.972206,487538.4052799638,15,2,0,0,0,0,0,0,0,51,11
-62.45960002598672,-94.35232747210927,1.2996205455646637,-3.8521507535497514,0.29013244319121867,19288486179.470135,447577.48022542475,0,0,0,0,0,0,0,0,0,0,11
82.50457264630933,46.92373212089615,2.5634419441901732,-1.8626312268925882,-0.3768526196143105,20276950688.988415,529969.2597331768,0,0,0,0,1,0,0,0,0,48,11
-52.18201614102351,-5.504555431298002,4.48713301260981,-4.202091050123925,0.2957503495311551,21830665961.608562,472557.53883927985,0,12,1,1,0,0,0,0,0,53,13
-30.931128622575145,-42.312479928622196,3.2434237890664015,1.230156665517982,0.3796280898671416,21898136080.80689,565790.9232994831,0,2,0,0,0,0,0,0,0,56,7
-33.82754013050413,63.428618626553856,-0.1545193844659316,-4.3431997575292165,0.3147987593136561,22618235302.331284,478155.78155828797,39,2,1,0,1,0,0,0,0,47,7
-50.78966445705171,59.01220324660923,-2.4434409953064806,-2.8839881596712633,0.37055853554706175,22710609075.69777,529210.4738249604,16,0,0,0,0,0,0,0,0,52,10
-40.0511217739161,-35.239686934440684,-0.4715233422105829,-3.868206800142814,0.3360764295754768,22719090276.33187,495884.7744295657,110,0,0,0,0,0,0,0,0,45,9
-11.048064314948562,3.776867259127556,-2.7907250324299806,2.2377082053321313,0.3930807209956546,22935695030.115654,552183.5904003491,85,352,151,55,28,3,0,0,0,49,14
43.05470478308442,-42.74479260549662,2.225785493092186,1.9270370738953693,0.38189099460212184,23103157878.551117,564611.7324036792,0,13,0,0,0,0,0,0,0,42,5
97.7899279855641,14.60198952317073,-3.758802085270526,4.673600566395109,0.312432157299102,23575306290.518772,487722.20372682926,32,28,0,0,0,0,0,0,0,38,11
-97.9950923744056,39.217696655935896,3.1725342788845126,-0.908246785372647,0.39889228259921694,24273338501.604477,598247.946977351,0,0,0,0,0,0,0,0,0,39,11
30.10477655901397,-59.173211941609495,1.310150192030668,-4.875414690264648,-0.3307654690534436,25032251992.87353,491745.9139688637,0,3,7,6,2,0,0,0,0,47,9
-82.3709594121921,43.268458285396974,2.934713604950244,4.924983938765141,0.32524520533301704,25130078398.64081,492854.3287778395,97,41,23,19,7,2,0,0,0,52,18
-76.51339485734987,63.44901574698122,-0.6879719011961116,3.31821868120279,0.3896846169760062,25297944037.64805,561832.5376829915,0,9,7,1,1,1,0,0,0,41,9
-43.21903706887114,-54.92947850963967,2.435404929514826,-4.594933419242141,0.3258912608343989,25376984036.972267,507070.0290872884,6,2,0,0,0,0,0,0,0,50,15
59.26519908632872,24.08055255566248,-1.8947676687454198,-2.4852247626151867,-0.4003655240726536,25543045859.275368,589410.1328919228,0,1,0,1,0,0,0,0,0,58,10
-27.507772768182434,2.92085500214516,-3.393049180363791,3.424707959343422,-0.3762643852350429,25888023648.223476,563599.6655131831,29,53,57,48,12,3,0,0,0,41,12
-80.03818081098417,67.86251283505618,-2.0564897765881662,-0.29139628778496274,-0.42585419010701386,26421425952.42335,627145.1641153286,0,0,0,0,0,0,0,0,0,51,18
57.0547420374202,16.48993298604924,2.967924664524758,-4.783469972602761,0.3473934119622326,27107662123.399387,523760.55335540336,23,42,50,30,18,6,0,0,0,48,15
62.170536579005926,56.576876664998764,-1.4988039811735918,-1.1998220848434062,-0.4349641906454771,27635589380.075314,636351.4786980943,0,0,0,0,0,0,0,0,0,46,14
-84.464781911386,-54.60207422758501,0.656677756839362,-3.7432087123149946,0.38766829269997416,28402309736.081047,575429.8068463204,0,0,0,0,0,0,0,0,0,15,15
-6.518866171385525,-49.69215276755854,-3.7098377252241677,-0.5861680351634826,-0.43865891389249967,28817576298.004417,657708.612140331,0,0,0,0,0,0,0,0,0,55,13
-6.125144817588506,-83.38240181968244,0.4014101375068799,-2.8927284380032994,-0.4236141046653241,28978070183.484425,614011.5767273152,4,3,2,0,0,0,0,0,0,55,9
26.705352515198655,79.49073301927172,3.321946653211338,4.270616086463036,-0.406689574153952,30298299882.387985,578873.5051991744,0,1,0,0,0,0,0,0,0,48,15
22.94017413996457,-16.496851739242558,1.3622102207851494,-1.4116252448471354,-0.4634396549351134,30572474982.40335,663054.6962026517,72,28,3,5,1,0,0,0,0,44,8
-54.2733639409797,84.15968595235807,0.09259406120883273,2.379555785941755,-0.45183872990277507,30748130538.99092,650581.5582027658,0,12,7,0,1,0,0,0,0,44,14
-84.86185572670095,73.05558531810172,4.684090956392492,3.6211369813698493,0.41386355306497435,30761241200.19065,627874.213057214,0,3,2,0,0,0,0,0,0,28,11
52.013413463323985,99.29006220389007,-1.299333403797207,-0.6383801497148864,0.4727214287289394,31218971904.599045,679514.4888268819,0,3,0,0,0,0,0,0,0,51,14
-62.564268898668864,7.473839932808858,3.970929669668486,4.757056140630313,0.39603367030171643,32436386023.871056,595537.61529727,209,28,17,7,2,0,0,0,0,40,7
11.08668203272569,65.46165491219818,0.8995066782925063,-2.9201191680177696,-0.4562168086521279,32555353916.055187,653218.2359257778,0,0,0,0,0,0,0,0,0,53,13
26.954469081286277,93.7611517583301,0.040624141408525105,-1.1692646998655842,-0.47919291614605974,32774668141.45093,689885.5535388466,7,1,0,0,0,0,0,0,0,41,10
-39.98198847968162,32.91150263002132,0.5270599575870163,0.8323200998082587,0.487927472529714,34052725652.067947,709418.8818260586,0,9,4,0,0,0,0,0,0,64,10
-28.471633506478256,-39.73113257873435,1.692584883012679,-4.611973251728484,0.41196028028619835,34118662156.653812,613947.9399645643,0,0,0,0,0,0,0,0,0,56,12
13.485729535861466,-26.135462999917735,2.9963401654481707,1.6084785248333668,-0.5039404204235485,35755905946.013245,712726.1920592724,15,23,17,9,4,0,0,0,0,42,12
48.58039550000686,-46.22025349511387,1.2998107341577425,-0.6401975995609259,0.5069245537828495,36849720640.54554,738795.988726364,0,6,1,0,0,0,0,0,0,42,8
-92.20294903741362,2.9114876025219587,3.2351457852766767,-2.2754673425187355,0.4836542025278412,37279016116.28385,720900.7428627675,0,0,0,0,0,0,0,0,0,45,12
-1.1583349781134018,-7.308026111223569,1.7133884716482566,3.3420606997710998,-0.4897557061460258,37940447991.13956,699430.9003150886,86,67,81,15,12,2,0,0,0,60,17
76.48231402414797,-26.436221823272234,4.984620322678001,-0.2773861496767527,0.5052270210124332,38179702568.92349,758501.3696099024,0,0,0,0,0,0,0,0,0,47,11
24.476243770567336,23.358283961425386,0.21732955172024937,-2.2445552833063442,0.506619382339025,38368094671.58114,734083.9903612819,0,6,13,3,1,0,0,0,0,53,11
86.78523854737293,-7.415409563271652,-4.31623324515762,-0.6334088212121376,0.5349028580195831,38429904482.80953,749531.9609304613,0,0,0,0,0,0,0,0,0,44,11
-1.3188636613475069,-38.01868909540595,0.9951367451804902,-1.0881708928235332,0.5330651577214205,41002033475.8621,774725.9277009733,0,1,2,0,1,0,0,0,0,47,10
12.17834430169242,17.191546960700038,0.9211177754406759,2.1888561748547497,-0.5287037225780544,41139202031.28858,758969.0945425209,7,10,10,0,0,0,0,0,0,48,6
71.97139619435262,-42.68621511181794,-1.1898942456879666,-2.5596679480091424,-0.5236625403737518,41658370857.52394,766018.643067921,0,0,0,0,0,0,0,0,0,37,11
25.65902611868674,16.171781777834624,1.5260843369691095,-3.6951904569569995,-0.5107470697479961,41787784660.53943,729630.9301358064,14,22,6,1,0,0,0,0,0,47,11
-17.127712314677538,-5.7821582386242625,0.15011744120943948,4.207051895638822,0.4947552662747068,42003234061.19867,716491.6718899626,222,42,36,11,0,0,0,0,0,53,12
38.07243377203585,-88.91527683296367,-3.000910485476207,-1.7581891592376184,-0.5293255095305582,42235607316.12265,786290.8498776058,0,0,0,0,0,0,0,0,0,18,10
85.71835104199454,30.394270388937116,-3.339197247915436,-2.7930867215886535,-0.5249852286311496,43129195026.565735,777840.0550889125,0,0,0,0,0,0,0,0,0,42,6
12.465165817890835,-42.80166557482068,1.161412887033519,0.18094684734700106,-0.5581452654300225,43494206862.74711,802162.5710915007,0,0,0,0,0,0,0,0,0,49,14
-81.28826867089913,74.99601030983675,-4.9698727646472936,-1.303380769356263,-0.5378036110512383,44140487629.32015,805418.4180697863,0,0,0,0,0,0,0,0,0,44,4
71.54452881326526,-69.62339225264779,0.33008476393273334,-1.9547961425490268,-0.5514268039158203,44158167539.97949,798464.3992876913,0,3,1,1,0,0,0,0,0,52,16
5.523894777071732,86.20202596844797,1.6208241652525537,-0.9048119149962917,-0.5726547028486202,45685933976.7564,816159.1630619111,0,1,0,1,0,0,0,0,0,38,8
-0.13786621386971376,-31.60135652626353,-4.547594020332443,-2.6141210095895726,-0.5481656258101921,47626038534.0534,820049.1655777816,0,0,0,0,0,0,0,0,0,52,12
67.2790441060884,1.3983495540135493,4.034025752931104,3.9598947896796837,-0.5473233611943753,47940279333.80391,775466.3627727565,1,0,0,0,0,0,0,0,0,62,13
-8.608939662738251,-74.53787419487365,0.9063097144697254,-2.1136425698559638,-0.5753468345583528,48392016963.358154,829790.0261668267,0,0,0,0,0,0,0,0,0,49,12
12.345150117516383,-75.98345371762167,2.0356642495186517,-1.0246807909445579,-0.6003711584748386,50371737653.04381,859535.2560309408,0,0,0,0,0,0,0,0,0,34,9
-43.33515258975629,-58.39368876080269,-0.5602840086544187,0.9032747518794517,0.6002933033234967,50677511457.36708,862707.3872043367,0,0,0,0,0,0,0,0,0,53,10
84.66483243595661,-3.3710068099982493,-4.059277633143925,4.637604119267733,-0.527381844046479,51587040973.74108,793517.2939121111,0,0,0,0,0,0,0,0,0,18,14
-48.44952668789482,-52.253488693027684,1.3378679878145068,3.7945395963440056,0.5680732097523844,51776585613.02559,826926.1554583741,0,0,0,0,0,0,0,0,0,56,7
-33.02943501975284,-48.053143897449836,-0.4623450424178035,-1.6543397344696453,0.6019213119235678,52137603987.61359,866389.823431381,0,0,0,0,0,0,0,0,0,58,19
35.65241172609174,-43.29241980063514,2.4863445574280814,2.7257279366238887,-0.5963444743973998,52470144306.03026,850725.3035279753,0,0,0,0,0,0,0,0,0,52,12
80.82703331491749,-26.586061832146427,-2.64901137557687,-4.069418408895716,-0.5688283255490969,53306475656.18973,839057.8824864784,0,0,0,0,0,0,0,0,0,57,10
50.524356475078605,-4.6038690217024225,2.006070602636214,-0.01174612502342498,0.6261289078443948,56389291723.2611,916451.746353599,0,0,0,0,0,0,0,0,0,58,13
-5.313892978120194,17.261360440509748,-1.5578532736816353,-2.042156374139675,-0.6181678161284596,56585957287.18784,902203.2001080259,17,20,3,0,0,0,0,0,0,57,13
29.699546707685784,-81.12934891782193,4.813117124948821,3.7406771382086514,-0.6270931262746604,59414558341.57131,884145.6229569357,0,1,0,0,0,0,0,0,0,57,8
41.65581380326344,-4.584074088585055,2.3087913734312178,-1.9957463018189037,-0.6513995890059245,60101863569.12526,928974.7987576354,0,0,0,0,0,0,0,0,0,56,18
-31.154472259669546,85.06827734617423,1.5447475892827072,2.6702066413534977,-0.6445619514247634,60448330327.48942,920519.1573058681,0,7,1,0,0,0,0,0,0,43,17
-82.35092408356849,-52.16035610836733,-4.321190794064332,-0.6261235383869419,-0.6507700666790148,62692860220.6473,968502.9554573154,0,0,0,0,0,0,0,0,0,14,11
41.80474927968774,62.77025085935091,4.134448483063435,-4.513027848436869,-0.6345731090955367,62781676532.56241,892652.038636253,0,0,1,0,0,0,0,0,0,42,14
14.394883347425065,36.633212688816684,1.0391629882718476,4.137292603931366,-0.6389825732253707,64532649220.435196,918378.9259717087,5,0,0,0,0,0,0,0,0,38,4
67.97493681209716,-49.28155771802696,3.345586384803134,-2.291781109020341,-0.6784068134069869,64958594730.10874,963940.6647917508,0,0,0,0,0,0,0,0,0,47,9
33.88579705735398,-91.34502665150121,3.496235481190947,-2.5232863712272224,-0.6820765215187148,66315333522.16982,969872.7774303624,0,0,0,0,0,0,0,0,0,0,9
50.458166721984355,-70.992867900102,2.3045479066898187,-3.9783935214469643,0.6480787187949364,66717792697.00055,947440.8749700158,0,8,3,0,0,0,0,0,0,48,13
8.908315989091392,38.63747033766697,-4.503689874704827,-3.7723046853789777,-0.6465147592676823,67553679298.7348,959313.4756714808,12,5,1,0,0,0,0,0,0,37,12
-34.610719935728824,19.216504322416327,-2.748047491354768,-1.8275575583146066,0.6923248656681995,67655924182.05793,986064.6374159531,0,0,0,0,0,0,0,0,0,42,10
90.35890540588255,46.5847704335342,1.4435444723849669,4.082286771491884,0.6470927408485654,68253258250.73757,949454.9771592168,0,0,0,0,0,0,0,0,0,8,5
-60.338291993109806,-43.697699801468424,-0.8565733397030053,3.3110442639798148,0.6840825955108985,69579140403.60693,982476.2790533166,0,0,0,0,0,0,0,0,0,49,12
-41.33411344236946,-85.61579102087387,2.3168169742219487,-1.204633092044205,-0.7070673697329735,70105399607.6305,1012622.8361002555,3,0,0,0,0,0,0,0,0,53,8
-1.0890055775054464,-73.20168233237126,1.2685025753725379,3.798783406091472,0.673612866231049,70805395392.54446,978881.2750587779,0,0,0,0,0,0,0,0,0,43,7
-37.44392559896106,20.446975673888602,3.21648097203186,4.324819014015953,-0.686904112113603,72254179974.24269,974126.8813459534,57,32,27,6,0,0,0,0,0,41,14
-79.29737934764577,-31.599252616922513,-0.6178405524634476,-4.255971393768516,-0.6688128990723552,72430599094.52332,976153.2278475566,0,0,0,0,0,0,0,0,0,7,10
83.44066810170418,30.320502004324425,3.548334257135039,3.135262284059298,0.6856362318885463,73516385182.12534,1014357.0872069371,0,0,0,0,0,0,0,0,0,21,11
21.571631073571183,49.858198881108706,4.370251592621697,4.121663152752511,-0.6981889731241182,73661746801.59863,985275.8260572139,0,0,0,0,0,0,0,0,0,45,14
-2.5889197382534377,-2.176990465143419,-0.3373546630608173,-4.366091936004538,-0.6820294747544828,74164373123.59651,988925.0510789144,0,0,0,0,0,0,0,0,0,40,12
-61.22632632903651,-87.90022167503739,0.9744130156394402,-2.5674830007294047,-0.7115609804353973,74381902060.11766,1027694.4244296567,0,0,0,0,0,0,0,0,0,13,16
58.56813018737364,-47.092667984192474,-1.4812578967242218,3.3459610841557037,0.7109930058867135,75702335486.55434,1019944.5907259996,4,0,0,0,0,0,0,0,0,46,6
46.46469286796554,99.20192564844726,-3.1542628128002415,-1.207093684004752,-0.7235926043855709,76155719212.75922,1061258.0060829248,0,0,0,0,0,0,0,0,0,54,10
-84.11687323341776,-35.627736893988356,0.5996534186715605,-2.6421989736260096,-0.7235598295199406,77306459094.55394,1046421.63713489,0,0,0,0,0,0,0,0,0,33,9
-29.872218821207824,-11.674871016873638,-0.059788217343715644,2.3868517966623015,-0.7306655769107735,77649980666.46448,1057288.323671578,0,0,0,0,0,0,0,0,0,61,8
43.60873405726457,33.06624191631903,-2.2434424998399374,2.628829035916791,0.7363613938500801,78439740165.21657,1053376.5978001533,0,0,0,0,0,0,0,0,0,43,12
38.868184829462905,-76.1337426013106,1.1943708543144025,2.4971744241606197,-0.7400371796366372,79651698765.8966,1066419.2843295021,7,0,0,0,0,0,0,0,0,41,10
-19.43688167160957,-91.73495969544625,-0.7605708515794749,-1.541397768652276,-0.7462040544216562,80396921684.1065,1087008.4084209406,0,0,0,0,0,0,0,0,0,0,10
-45.315875038618934,-4.615944166319025,-2.3302689429173187,2.5865661146879093,0.751999533170169,80795347424.85916,1073369.3327481789,0,0,0,0,0,0,0,0,0,58,13
12.96163203029495,-85.48257927757933,3.2858441069593187,-3.1832473521061724,0.7321742253273822,81817350655.58418,1074204.1587813068,0,0,0,0,0,0,0,0,0,43,9
36.4464970558019,73.77593022655844,1.6056626525860684,2.139347081586342,0.7477247313500346,82260054029.1698,1092626.1078952549,8,0,0,0,0,0,0,0,0,42,11
